Hostname,RunList
ismonitoringpar0501.softlayer.local,"role[is_monitoring]"
ismonitoringpar0601-new,"role[fabric_fleet_bnpp_base]"
ismonitoringpar0601.softlayer.local,"role[is_monitoring]"
ismonitoringsao0101.softlayer.local,"role[is_monitoring]"
ismonitoringsao0401.softlayer.local,"role[is_monitoring]"
ismonitoringsao0501.softlayer.local,"role[is_monitoring]"
ismonitoringsjc0301.softlayer.local,"role[is_monitoring]"
ismonitoringsjc0401.softlayer.local,"role[is_monitoring]"
ismonitoringsng0101.softlayer.local,"role[is_monitoring]"
ismonitoringsyd0101.softlayer.local,"role[is_monitoring]"
ismonitoringsyd0401.softlayer.local,"role[is_monitoring]"
ismonitoringsyd0501.softlayer.local,"role[is_monitoring]"
ismonitoringtestsie1010,""
ismonitoringtok0201.softlayer.local,"role[is_monitoring]"
ismonitoringtok0401.softlayer.local,"role[is_monitoring]"
ismonitoringtok0501.softlayer.local,"role[is_monitoring]"
ismonitoringtor0101.softlayer.local,"role[is_monitoring]"
ismonitoringtor0401.softlayer.local,"role[is_monitoring]"
ismonitoringtor0501.softlayer.local,"role[is_monitoring]"
ismonitoringwdc0401.softlayer.local,"role[is_monitoring]"
ismonitoringwdc0601.softlayer.local,"role[is_monitoring]"
ismonitoringwdc0701.softlayer.local,"role[is_monitoring]"
isnspar0601d.softlayer.local,"role[dns_server_isns], role[stigs_feature_gates]"
isshelladminams0301.softlayer.local,"role[isshelladmin_eu_szr_pag], role[stigs_feature_gates]"
isshelladminche0101.softlayer.local,"role[isshelladmin_szr_pag], role[stigs_feature_gates]"
isshelladmindal0901.softlayer.local,"role[isshelladmin_szr_pag]"
isshelladmindal1001.softlayer.local,"role[isshelladmin_pag]"
isshelladmindal1201.softlayer.local,"role[isshelladmin_pag]"
isshelladminfra0201.softlayer.local,"role[isshelladmin_eu_pag]"
isshelladminfra0401.softlayer.local,"role[isshelladmin_eu_pag]"
isshelladminfra0501-test.softlayer.local,"role[isshelladmin_eu_pag_test_role]"
isshelladminfra0501.softlayer.local,"role[isshelladmin_eu_pag]"
isshelladminlon0401.softlayer.local,"role[isshelladmin_pag]"
isshelladminlon0501.softlayer.local,"role[is_fabricunixjump], role[isshelladmin_pag], role[fabric_fscloud_access_auth_restrictions]"
isshelladminmad0201.softlayer.local,"role[isshelladmin_eu_pag]"
isshelladminmad0401.softlayer.local,"role[isshelladmin_eu_pag]"
isshelladminmad0501.softlayer.local,"role[isshelladmin_eu_pag], role[stigs_feature_gates]"
isshelladminosa2101.softlayer.local,"role[isshelladmin_pag]"
isshelladminosa2201.softlayer.local,"role[isshelladmin_pag]"
isshelladminpar0402.softlayer.local,"role[isshelladmin_bnpp_pag]"
isshelladminpar0502.softlayer.local,"role[isshelladmin_bnpp_pag]"
isshelladminpar0602.softlayer.local,"role[isshelladmin_bnpp_pag]"
isshelladminsao0101.softlayer.local,"role[isshelladmin_pag]"
isshelladminsao0401.softlayer.local,"role[isshelladmin_pag]"
isshelladminsyd0101.softlayer.local,"role[isshelladmin_pag]"
isshelladminsyd0401.softlayer.local,"role[isshelladmin_pag]"
isshelladmintok0201.softlayer.local,"role[isshelladmin_pag]"
isshelladmintok0501.softlayer.local,"role[isshelladmin_pag]"
isshelladmintor0101.softlayer.local,"role[isshelladmin_pag]"
isshelladmintor0401.softlayer.local,"role[isshelladmin_pag]"
isshelladminwdc0401.softlayer.local,"role[isshelladmin_pag]"
isshelladminwdc0601.softlayer.local,"role[isshelladmin_pag]"
isutilityche0101.softlayer.local,"role[is_isutility]"
isutilitydal0901a.softlayer.local,"role[is_isutility]"
isutilitydal0901b.softlayer.local,"role[is_isutility]"
isutilitydal1001.softlayer.local,"role[fabric_isutility_virt]"
isutilitydal1401a.softlayer.local,"role[fabric_isutility_virt]"
isutilitydal1401b.softlayer.local,"role[fabric_isutility_virt]"
isutilityfra0401.softlayer.local,"role[fabric_isutility_virt], role[stigs_feature_gates]"
isutilityfra0501.softlayer.local,"role[fabric_isutility]"
isutilitylon0401.softlayer.local,"role[fabric_isutility_virt], role[stigs_feature_gates]"
isutilitymad0201.softlayer.local,"role[fabric_isutility], role[stigs_feature_gates]"
isutilitymad0401.softlayer.local,"role[fabric_isutility], role[stigs_feature_gates]"
isutilitymad0501.softlayer.local,"role[fabric_isutility], role[stigs_feature_gates]"
isutilityosa2201.softlayer.local,"role[fabric_isutility_virt]"
isutilitypar0401.softlayer.local,"role[fabric_isutility_virt]"
isutilitypar0501.softlayer.local,"role[fabric_isutility_virt]"
isutilitypar0601.softlayer.local,"role[fabric_isutility_virt]"
isutilitysao0401.softlayer.local,"role[fabric_isutility_virt]"
isutilitysyd0401.softlayer.local,"role[fabric_isutility_virt], role[stigs_feature_gates]"
isutilitytok0201.softlayer.local,"role[fabric_isutility_virt]"
isutilitytor0401.softlayer.local,"role[fabric_isutility_virt]"
jenkinsbuilddal1001.softlayer.local,"role[is_jenkins_vagrant_slave]"
jenkinsbuilddal1002.softlayer.local,"role[is_jenkins_vagrant_slave]"
jenkinsdal1001a.idensvcs.softlayer.local,"role[bhvs_jenkins]"
jenkinsdal1001b.idensvcs.softlayer.local,"role[bhvs_jenkins]"
jiraappdal1301a.softlayer.local,"role[is_jira]"
jiraappdal1301b.softlayer.local,"role[is_jira]"
jiraappdal1301c.softlayer.local,"role[is_jira]"
jiraappdal1301d.softlayer.local,"role[is_jira]"
jiraapplon0401a.softlayer.local,"role[is_jira]"
jiraapplon0401b.softlayer.local,"role[is_jira]"
jiradbdal1302a.softlayer.local,"role[is_jiradb]"
jiradbdal1302b.softlayer.local,"role[is_jiradb]"
jiradbdal1302c.softlayer.local,"role[is_jiradb]"
jiradblon0401a.softlayer.local,"role[is_jiradb]"
jiradblon0401b.softlayer.local,"role[is_jiradb]"
jiradblon0401c.softlayer.local,"role[is_jiradb]"
kcare-pocdal0901.softlayer.local,"role[fabric_base], role[stigs_feature_gates]"
kcaredal0901.softlayer.local,"role[fabric_base], role[stigs_feature_gates]"
kickstartams0301a.softlayer.local,"role[kickstart-adn]"
kickstartams0301b.softlayer.local,"role[kickstart-adn]"
kickstartams0302a.softlayer.local,"role[kickstart-adn]"
kickstartams0302b.softlayer.local,"role[kickstart-adn]"
kickstartche0101a.softlayer.local,"role[kickstart-adn]"
kickstartche0101b.softlayer.local,"role[kickstart-adn]"
kickstartdal0901a.softlayer.local,"role[kickstart-adn]"
kickstartdal0901b.softlayer.local,"role[kickstart-adn]"
kickstartdal0902a.softlayer.local,"role[kickstart-adn]"
kickstartdal0902b.softlayer.local,"role[kickstart-adn]"
kickstartdal0905a.softlayer.local,"role[kickstart]"
kickstartdal0905b.softlayer.local,"role[kickstart]"
kickstartdal0906a.softlayer.local,"role[kickstart-adn]"
kickstartdal0906b.softlayer.local,"role[kickstart-adn]"
kickstartdal1001a.softlayer.local,"role[kickstart-adn]"
kickstartdal1001b.softlayer.local,"role[kickstart-adn]"
kickstartdal1002a.softlayer.local,"role[kickstart-adn]"
kickstartdal1002b.softlayer.local,"role[kickstart-adn]"
kickstartdal1003a.softlayer.local,"role[kickstart-adn], recipe[crowdstrike]"
kickstartdal1003b.softlayer.local,"role[kickstart-adn]"
kickstartdal1004a.softlayer.local,"role[kickstart]"
kickstartdal1004b.softlayer.local,"role[kickstart]"
kickstartdal1201a.softlayer.local,"role[kickstart-adn]"
kickstartdal1201b.softlayer.local,"role[kickstart-adn]"
kickstartdal1202a.softlayer.local,"role[kickstart-adn]"
kickstartdal1202b.softlayer.local,"role[kickstart-adn]"
kickstartdal1301a.softlayer.local,"role[kickstart-adn]"
kickstartdal1301b.softlayer.local,"role[kickstart-adn]"
kickstartdal1302a.softlayer.local,"role[kickstart-adn]"
kickstartdal1302b.softlayer.local,"role[kickstart-adn]"
kickstartdal1303a.softlayer.local,"role[kickstart-adn]"
kickstartdal1303b.softlayer.local,"role[kickstart-adn]"
kickstartdal1401a.softlayer.local,"role[kickstart]"
kickstartdal1401b.softlayer.local,"role[kickstart]"
kickstartfra0201a.softlayer.local,"role[kickstart-adn]"
kickstartfra0201b.softlayer.local,"role[kickstart-adn]"
kickstartfra0202a.softlayer.local,"role[kickstart-adn]"
kickstartfra0202b.softlayer.local,"role[kickstart-adn]"
kickstartfra0203a.softlayer.local,"role[kickstart-adn]"
kickstartfra0203b.softlayer.local,"role[kickstart-adn]"
kickstartfra0401a.softlayer.local,"role[kickstart-adn]"
kickstartfra0401b.softlayer.local,"role[kickstart-adn]"
kickstartfra0501a.softlayer.local,"role[kickstart-adn]"
kickstartfra0501b.softlayer.local,"role[kickstart-adn]"
kickstartlon0201a.softlayer.local,"role[kickstart-adn]"
kickstartlon0201b.softlayer.local,"role[kickstart-adn]"
kickstartlon0202a.softlayer.local,"role[kickstart-adn]"
kickstartlon0202b.softlayer.local,"role[kickstart-adn]"
kickstartlon0401a.softlayer.local,"role[kickstart-adn]"
kickstartlon0401b.softlayer.local,"role[kickstart-adn]"
kickstartlon0501a.softlayer.local,"role[kickstart-adn]"
kickstartlon0501b.softlayer.local,"role[kickstart-adn]"
kickstartlon0601a.softlayer.local,"role[kickstart-adn]"
kickstartlon0601b.softlayer.local,"role[kickstart-adn]"
kickstartmad0201a.softlayer.local,"role[kickstart]"
kickstartmad0201b.softlayer.local,"role[kickstart]"
kickstartmad0401a.softlayer.local,"role[kickstart]"
kickstartmad0401b.softlayer.local,"role[kickstart]"
kickstartmad0501a.softlayer.local,"role[kickstart]"
kickstartmad0501b.softlayer.local,"role[kickstart]"
kickstartmon0101a.softlayer.local,"role[kickstart-adn]"
kickstartmon0101b.softlayer.local,"role[kickstart-adn]"
kickstartosa2101a.softlayer.local,"role[kickstart-adn]"
kickstartosa2101b.softlayer.local,"role[kickstart-adn]"
kickstartosa2201a.softlayer.local,"role[kickstart-adn]"
kickstartosa2201b.softlayer.local,"role[kickstart-adn]"
kickstartosa2301a.softlayer.local,"role[kickstart-adn]"
kickstartosa2301b.softlayer.local,"role[kickstart-adn]"
kickstartpar0101a.softlayer.local,"role[kickstart_adn_bnpp]"
kickstartpar0101b.softlayer.local,"role[kickstart_adn_bnpp]"
kickstartpar0401a.softlayer.local,"role[kickstart_adn_bnpp]"
kickstartpar0401b.softlayer.local,"role[kickstart_adn_bnpp]"
kickstartpar0501a.softlayer.local,"role[kickstart_adn_bnpp]"
kickstartpar0501b.softlayer.local,"role[kickstart_adn_bnpp]"
kickstartpar0601a.softlayer.local,"role[kickstart_adn_bnpp]"
kickstartpar0601b.softlayer.local,"role[kickstart_adn_bnpp]"
kickstartsao0101a.softlayer.local,"role[kickstart-adn]"
kickstartsao0101b.softlayer.local,"role[kickstart-adn]"
kickstartsao0401a.softlayer.local,"role[kickstart-adn]"
kickstartsao0401b.softlayer.local,"role[kickstart-adn]"
kickstartsao0501a.softlayer.local,"role[kickstart-adn]"
kickstartsao0501b.softlayer.local,"role[kickstart-adn]"
kickstartsjc0301a.softlayer.local,"role[kickstart-adn]"
kickstartsjc0301b.softlayer.local,"role[kickstart-adn]"
kickstartsjc0302a.softlayer.local,"role[kickstart-adn]"
kickstartsjc0302b.softlayer.local,"role[kickstart-adn]"
kickstartsjc0401a.softlayer.local,"role[kickstart-adn]"
kickstartsjc0401b.softlayer.local,"role[kickstart-adn]"
kickstartsng0101a.softlayer.local,"role[kickstart]"
kickstartsng0101b.softlayer.local,"role[kickstart]"
kickstartsng0102a.softlayer.local,"role[kickstart-adn]"
kickstartsng0102b.softlayer.local,"role[kickstart-adn]"
kickstartsyd0101a.softlayer.local,"role[kickstart-adn]"
kickstartsyd0101b.softlayer.local,"role[kickstart-adn]"
kickstartsyd0102a.softlayer.local,"role[kickstart-adn]"
kickstartsyd0102b.softlayer.local,"role[kickstart-adn]"
kickstartsyd0401a.softlayer.local,"role[kickstart-adn]"
kickstartsyd0401b.softlayer.local,"role[kickstart-adn]"
kickstartsyd0501a.softlayer.local,"role[kickstart-adn]"
kickstartsyd0501b.softlayer.local,"role[kickstart-adn]"
kickstarttok0201a.softlayer.local,"role[kickstart-adn]"
kickstarttok0201b.softlayer.local,"role[kickstart-adn]"
kickstarttok0202a.softlayer.local,"role[kickstart]"
kickstarttok0202b.softlayer.local,"role[kickstart]"
kickstarttok0401a.softlayer.local,"role[kickstart-adn]"
kickstarttok0401b.softlayer.local,"role[kickstart-adn]"
kickstarttok0501a.softlayer.local,"role[kickstart-adn]"
kickstarttok0501b.softlayer.local,"role[kickstart-adn]"
kickstarttor0101a.softlayer.local,"role[kickstart-adn]"
kickstarttor0101b.softlayer.local,"role[kickstart-adn]"
kickstarttor0102a.softlayer.local,"role[kickstart]"
kickstarttor0102b.softlayer.local,"role[kickstart]"
kickstarttor0401a.softlayer.local,"role[kickstart-adn]"
kickstarttor0401b.softlayer.local,"role[kickstart-adn]"
kickstarttor0501a.softlayer.local,"role[kickstart-adn]"
kickstarttor0501b.softlayer.local,"role[kickstart-adn]"
kickstartwdc0401a.softlayer.local,"role[kickstart-adn]"
kickstartwdc0401b.softlayer.local,"role[kickstart-adn]"
kickstartwdc0402a.softlayer.local,"role[kickstart-adn]"
kickstartwdc0402b.softlayer.local,"role[kickstart-adn]"
kickstartwdc0403a.softlayer.local,"role[kickstart-adn]"
kickstartwdc0403b.softlayer.local,"role[kickstart-adn]"
kickstartwdc0404a.softlayer.local,"role[kickstart-adn]"
kickstartwdc0404b.softlayer.local,"role[kickstart-adn]"
kickstartwdc0405a.softlayer.local,"role[kickstart-adn]"
kickstartwdc0405b.softlayer.local,"role[kickstart-adn]"
kickstartwdc0601a.softlayer.local,"role[kickstart-adn]"
kickstartwdc0601b.softlayer.local,"role[kickstart-adn]"
kickstartwdc0701a.softlayer.local,"role[kickstart-adn]"
kickstartwdc0701b.softlayer.local,"role[kickstart-adn]"
lsikeygendal0901.softlayer.local,"role[lsikeygen]"
mediatorstoropsfra0501.softlayer.local,"role[storage_base]"
mediatorstoropsmad0201.softlayer.local,"role[storage_base]"
memcacheddal1001a.softlayer.local,"role[ims_memcached_server]"
memcacheddal1001b.softlayer.local,"role[ims_memcached_server]"
memcacheddal1001c.softlayer.local,"role[ims_memcached_server]"
memcachedwdc0401a.softlayer.local,"role[ims_memcached_server]"
memcachedwdc0401b.softlayer.local,"role[ims_memcached_server]"
memcachedwdc0401c.softlayer.local,"role[ims_memcached_server]"
metricsutilitydal1301.softlayer.local,"role[metrics_utility_server]"
metricsutilitywdc0701.softlayer.local,"role[fabric_devauto_base]"
mirrorintdal0901.softlayer.local,"role[internal_mirrors_primary]"
mirrorprimarydal1201.softlayer.local,"role[customer_mirrors_primary]"
mirrorproxyams0301.softlayer.local,"role[customer_mirrors_proxy]"
mirrorproxymad0201.softlayer.local,"role[customer_mirrors_proxy]"
mirrorproxyosa2101.softlayer.local,"role[customer_mirrors_proxy]"
mirrorproxysao0401.softlayer.local,"role[customer_mirrors_proxy]"
mirrorproxysjc0401.softlayer.local,"role[customer_mirrors_proxy]"
mirrorproxysyd0501.softlayer.local,"role[customer_mirrors_proxy]"
mirrorproxytor0401.softlayer.local,"role[customer_mirrors_proxy]"
mirrorupstreamdal1301.softlayer.local,"role[customer_mirrors_upstream]"
mirrorupstreamfra0501.softlayer.local,"role[customer_mirrors_upstream]"
mirrorupstreamtok0501.softlayer.local,"role[customer_mirrors_upstream]"
mongodbdal1301a.softlayer.local,"role[fabric_devauto_base]"
mongodbdal1301b.softlayer.local,"role[fabric_devauto_base]"
mongodbdal1301c.softlayer.local,"role[fabric_devauto_base]"
mongodbdal1301d.softlayer.local,"role[fabric_devauto_base]"
mongodbsjc0401a.softlayer.local,"role[fabric_devauto_base]"
mongodbsjc0401b.softlayer.local,"role[fabric_devauto_base]"
mongodbsjc0401c.softlayer.local,"role[fabric_devauto_base]"
mongodbsjc0401d.softlayer.local,"role[fabric_devauto_base]"
monitordbdal1001a.softlayer.local,"role[monitordb]"
monitordbdal1001b.softlayer.local,"role[fabric_fleet_base]"
monitordbwdc0401.softlayer.local,"role[monitordb]"
moodledal1301.softlayer.local,"role[fabric_fleet_base]"
mxdal1001.softlayer.local,"role[is_mx_corp]"
mxdal1201.softlayer.local,"role[is_mx_corp]"
mxdal1301.softlayer.local,"role[is_mx_gateway_backend], recipe[crowdstrike]"
nagiosdbdal0901.softlayer.local,"role[is_monitoring_db]"
namshellfra0201.softlayer.local,"role[namshell_eu_pag], role[stigs_feature_gates]"
namshellfra0401.softlayer.local,"role[namshell_eu_pag], role[stigs_feature_gates]"
namshellfra0501.softlayer.local,"role[namshell_eu_pag], role[stigs_feature_gates]"
namshellmad0201.softlayer.local,"role[namshell_eu_pag], role[stigs_feature_gates]"
namshellmad0401.softlayer.local,"role[namshell_eu_pag], role[stigs_feature_gates]"
namshellmad0501.softlayer.local,"role[namshell_eu_pag], role[stigs_feature_gates]"
nbwzkdal1001a.softlayer.local,"role[nbw_zookeeper_dal_primary]"
nbwzkdal1001b.softlayer.local,"role[nbw_zookeeper_dal_primary]"
nbwzkdal1002a.softlayer.local,"role[nbw_zookeeper_dal_secondary]"
nbwzkdal1002b.softlayer.local,"role[nbw_zookeeper_dal_secondary]"
nbwzkdal1201a.softlayer.local,"role[nbw_zookeeper_dal_primary]"
nbwzkdal1201b.softlayer.local,"role[nbw_zookeeper_dal_primary]"
nbwzkdal1202a.softlayer.local,"role[nbw_zookeeper_dal_secondary]"
nbwzkdal1202b.softlayer.local,"role[nbw_zookeeper_dal_secondary]"
nbwzkdal1301a.softlayer.local,"role[nbw_zookeeper_dal_primary]"
nbwzkdal1302a.softlayer.local,"role[nbw_zookeeper_dal_secondary]"
new-isnsmon0101a.softlayer.local,"role[fabric_fleet_base]"
new-isnsmon0101c.softlayer.local,"role[fabric_fleet_base]"
new-isnsmon0101d.softlayer.local,"role[fabric_fleet_base]"
new-rsmon0101b.softlayer.local,"role[fabric_fleet_base]"
nsdbgarbdal1001.softlayer.local,"role[dns_server_base], role[stigs_feature_gates]"
nsdbmasterdal1002a.softlayer.local,"role[dns_server_base]"
nsdbmasterdal1002b.softlayer.local,"role[dns_server_base]"
nsdbmasterdal1302a.softlayer.local,"role[dns_server_base]"
nsdbmasterdal1302b.softlayer.local,"role[dns_server_base]"
nsdbproxywdc0401a.softlayer.local,"role[dns_server_proxysql_wdc04]"
nsdbproxywdc0401b.softlayer.local,"role[dns_server_proxysql_wdc04]"
obidbdal1203.softlayer.local,"role[is_obidb]"
obidbdal1204.softlayer.local,"role[is_obidb]"
obietldal1201-new.softlayer.local,"role[is_obietl]"
obietldal1201.softlayer.local,"role[is_obietl]"
obietldal1201prd.softlayer.local,"role[is_obietl]"
obietldal1201stg.softlayer.local,"role[is_obietl]"
oemdbdal1001.softlayer.local,"role[oemdb_jumphost]"
oss-syslogsjc0101.softlayer.local,"role[swift_syslog]"
oss-syslogtor0101.softlayer.local,"role[swift_syslog]"
ossecams0301.softlayer.local,"role[ossec_server]"
ossrecoverydal0502b.softlayer.local,"role[swift_data]"
padbdal1301.softlayer.local,"role[fabric_dcops_padb]"
pagpreviewshelldal0901.softlayer.local,"role[isshelladmin_pag]"
penshelldal1401.softlayer.local,"role[penshell_pag]"
penshellwdc0701.softlayer.local,"role[penshell_pag]"
portaldbdal1001c.softlayer.local,"role[is_portaldb]"
portaldbdal1001d.softlayer.local,"role[is_portaldb]"
portaldbdal1001e.softlayer.local,"role[is_portaldb]"
portaldbdal1001f.softlayer.local,"role[is_portaldb]"
portaldbwdc0402c-new.softlayer.local,"role[is_portaldb]"
portaldbwdc0402d-new.softlayer.local,"role[is_portaldb]"
portaldbwdc0402e-new.softlayer.local,"role[is_portaldb]"
portaldbwdc0402f-new.softlayer.local,"role[is_portaldb]"
qa-dbdal1202.softlayer.local,"role[is_devdb]"
qa-toolsdal0901.softlayer.local,"role[qa-tools]"
qadal0901.softlayer.local,"role[ims_qa_server_php81]"
qadal0902.softlayer.local,"role[ims_qa_server_php81]"
qadal0903.softlayer.local,"role[ims_qa_server_php81]"
radiusfra0201.softlayer.local,"role[is_radius]"
radiusfra0202.softlayer.local,"role[is_radius]"
radiuspar0102.softlayer.local,"role[is_radius]"
radiuspar0402.softlayer.local,"role[is_radius]"
radiuspar0502.softlayer.local,"role[is_radius]"
radiuspar0601.softlayer.local,"role[is_radius]"
radiuspar0602.softlayer.local,"role[is_radius]"
rccloudstordal0905.softlayer.local,"role[cloudstor]"
reportdbdal1202.softlayer.local,"role[is_reportdb]"
rhel8.softlayer.local,""
rhel9.softlayer.local,""
rhelconvertosa2301-2.softlayer.local,"role[fabric_fleet_base]"
rhncapdal1001.service.networklayer.com,"role[rhha_capsule]"
rhncapdal1001a.service.networklayer.com,"role[rhha_capsule]"
rhncapdal1002a.service.networklayer.com,"role[rhha_capsule]"
rhncapdal1201.service.networklayer.com,"role[rhha_capsule]"
rhncapdal1201a.service.networklayer.com,"role[rhha_capsule]"
rhncapdal1202a.service.networklayer.com,"role[rhha_capsule]"
rhncapdal1301.service.networklayer.com,"role[rhha_capsule]"
rhncapdal1301a.service.networklayer.com,"role[rhha_capsule]"
rhncapdal1302a.service.networklayer.com,"role[rhha_capsule]"
rhncapfra0201.service.networklayer.com,"role[rhha_capsule]"
rhncapfra0201a.service.networklayer.com,"role[rhha_capsule]"
rhncapfra0202a.service.networklayer.com,"role[rhha_capsule]"
rhncapfra0401.service.networklayer.com,"role[rhha_capsule]"
rhncapfra0401a.service.networklayer.com,"role[rhha_capsule]"
rhncapfra0402a.service.networklayer.com,"role[rhha_capsule]"
rhncapfra0501.service.networklayer.com,"role[rhha_capsule]"
rhncapfra0501a.service.networklayer.com,"role[rhha_capsule]"
rhncapfra0502a.service.networklayer.com,"role[rhha_capsule]"
rhncaplon0401.service.networklayer.com,"role[rhha_capsule]"
rhncaplon0401a.service.networklayer.com,"role[rhha_capsule]"
rhncaplon0402a.service.networklayer.com,"role[rhha_capsule]"
rhncaplon0501.service.networklayer.com,"role[rhha_capsule]"
rhncaplon0501a.service.networklayer.com,"role[rhha_capsule]"
rhncaplon0502a.service.networklayer.com,"role[rhha_capsule]"
rhncaplon0601.service.networklayer.com,"role[rhha_capsule]"
rhncaplon0601a.service.networklayer.com,"role[rhha_capsule]"
rhncaplon0602a.service.networklayer.com,"role[rhha_capsule]"
rhncapmad0201a.service.networklayer.com,"role[rhha_capsule]"
rhncapmad0202a.service.networklayer.com,"role[rhha_capsule]"
rhncapmad0401a.service.networklayer.com,"role[rhha_capsule]"
rhncapmad0402a.service.networklayer.com,"role[rhha_capsule]"
rhncapmad0501a.service.networklayer.com,"role[rhha_capsule]"
rhncapmad0502a.service.networklayer.com,"role[rhha_capsule]"
rhncaposa2101a.service.networklayer.com,"role[rhha_capsule]"
rhncaposa2102a.service.networklayer.com,"role[rhha_capsule]"
rhncaposa2201a.service.networklayer.com,"role[rhha_capsule]"
rhncaposa2202a.service.networklayer.com,"role[rhha_capsule]"
rhncaposa2301a.service.networklayer.com,"role[rhha_capsule]"
rhncaposa2302a.service.networklayer.com,"role[rhha_capsule]"
rhncappar0401.service.networklayer.com,"role[rhha_capsule]"
rhncappar0402a.service.networklayer.com,"role[rhha_capsule]"
rhncappar0501.service.networklayer.com,"role[rhha_satellite]"
rhncappar0502a.service.networklayer.com,"role[rhha_capsule]"
rhncappar0601.service.networklayer.com,"role[rhha_capsule]"
rhncappar0602a-rhel8-2025.service.networklayer.com,"role[rhha_satellite]"
rhncapsao0101a.service.networklayer.com,"role[rhha_capsule]"
rhncapsao0102a.service.networklayer.com,"role[rhha_capsule]"
rhncapsao0401a.service.networklayer.com,"role[rhha_capsule]"
rhncapsao0402a.service.networklayer.com,"role[rhha_capsule]"
rhncapsao0501a.service.networklayer.com,"role[rhha_capsule]"
rhncapsao0502a.service.networklayer.com,"role[rhha_capsule]"
rhncapsyd0101a.service.networklayer.com,"role[rhha_capsule]"
rhncapsyd0102.service.networklayer.com,"role[rhha_capsule]"
rhncapsyd0102a.service.networklayer.com,"role[rhha_capsule]"
rhncapsyd0401.service.networklayer.com,"role[rhha_capsule]"
rhncapsyd0401a.service.networklayer.com,"role[rhha_capsule]"
rhncapsyd0402a.service.networklayer.com,"role[rhha_capsule]"
rhncapsyd0501.service.networklayer.com,"role[rhha_capsule]"
rhncapsyd0501a.service.networklayer.com,"role[rhha_capsule]"
rhncapsyd0502a.service.networklayer.com,"role[rhha_capsule]"
rhncaptok0201.service.networklayer.com,"role[rhha_capsule]"
rhncaptok0201a.service.networklayer.com,"role[rhha_capsule]"
rhncaptok0202a.service.networklayer.com,"role[rhha_capsule]"
rhncaptok0401.service.networklayer.com,"role[rhha_capsule]"
rhncaptok0401a.service.networklayer.com,"role[rhha_capsule]"
rhncaptok0402a.service.networklayer.com,"role[rhha_capsule]"
rhncaptok0501.service.networklayer.com,"role[rhha_capsule]"
rhncaptok0501a.service.networklayer.com,"role[rhha_capsule]"
rhncaptok0502a.service.networklayer.com,"role[rhha_capsule]"
rhncaptor0101a.service.networklayer.com,"role[rhha_capsule]"
rhncaptor0102a.service.networklayer.com,"role[rhha_capsule]"
rhncaptor0401a.service.networklayer.com,"role[rhha_capsule]"
rhncaptor0402a.service.networklayer.com,"role[rhha_capsule]"
rhncaptor0501a.service.networklayer.com,"role[rhha_capsule]"
rhncaptor0502a.service.networklayer.com,"role[rhha_capsule]"
rhncapwdc0401.service.networklayer.com,"role[rhha_capsule]"
rhncapwdc0401a.service.networklayer.com,"role[rhha_capsule]"
rhncapwdc0402a.service.networklayer.com,"role[rhha_capsule]"
rhncapwdc0601.service.networklayer.com,"role[rhha_capsule]"
rhncapwdc0601a.service.networklayer.com,"role[rhha_capsule]"
rhncapwdc0602a.service.networklayer.com,"role[rhha_capsule]"
rhncapwdc0701.service.networklayer.com,"role[rhha_capsule]"
rhncapwdc0701a.service.networklayer.com,"role[rhha_capsule]"
rhncapwdc0702a.service.networklayer.com,"role[rhha_capsule]"
rhnsatdal0902-rhel9-2025.service.networklayer.com,"role[rhha_satellite]"
rhnsatdal0902.service.networklayer.com,"role[rhha_satellite]"
rhnsatdal1001a-rhel9-2025.service.networklayer.com,"role[rhha_satellite]"
rhnsatdal1001a.service.networklayer.com,"role[rhha_satellite]"
rhnsatdal1202a-rhel9-2025.service.networklayer.com,"role[rhha_satellite]"
rhnsatdal1202a.service.networklayer.com,"role[rhha_satellite]"
rhnsatfra0201-rhel9-2025.service.networklayer.com,"role[rhha_satellite]"
rhnsatfra0201.service.networklayer.com,"role[rhha_satellite]"
rhnsatfra0201a-rhel9-2025.service.networklayer.com,"role[rhha_satellite]"
rhnsatfra0201a.service.networklayer.com,"role[rhha_satellite]"
rhnsatfra0402a-rhel9-2025.service.networklayer.com,"role[rhha_satellite]"
rhnsatfra0402a.service.networklayer.com,"role[rhha_satellite]"
rhnsatlon0202-rhel9-2025.service.networklayer.com,"role[rhha_satellite]"
rhnsatlon0202.service.networklayer.com,"role[rhha_satellite]"
rhnsatlon0401a-rhel9-2025.service.networklayer.com,"role[rhha_satellite]"
rhnsatlon0401a.service.networklayer.com,"role[rhha_satellite]"
rhnsatlon0502a-rhel9-2025.service.networklayer.com,"role[rhha_satellite]"
rhnsatlon0502a.service.networklayer.com,"role[rhha_satellite]"
rhnsatmad0201a-rhel9-2025.service.networklayer.com,"role[rhha_satellite]"
rhnsatmad0201a.service.networklayer.com,"role[rhha_satellite]"
rhnsatmad0402a-rhel9-2025.service.networklayer.com,"role[rhha_satellite]"
rhnsatmad0402a.service.networklayer.com,"role[rhha_satellite]"
rhnsatmon0102-rhel9-2025.service.networklayer.com,"role[rhha_satellite]"
rhnsatmon0102.service.networklayer.com,"role[rhha_satellite]"
rhnsatosa2101a-rhel9-2025.service.networklayer.com,"role[rhha_satellite]"
rhnsatosa2101a.service.networklayer.com,"role[rhha_satellite]"
