Hostname,RunList
rkeworkertor0501b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkertor0501c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkertor0501d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertor0501e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertor0501f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertor0501g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertor0501h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertor0501i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertor0501j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkertor0501k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerwdc0401a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerwdc0401b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerwdc0401c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerwdc0401d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerwdc0401e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerwdc0401f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerwdc0401g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerwdc0401h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerwdc0401i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerwdc0401j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerwdc0401k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerwdc0601a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerwdc0601b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerwdc0601c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerwdc0701a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerwdc0701b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerwdc0701c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rmqbuyatibmdal1301a.softlayer.local,"role[ims_rabbitmq_enginecomm_4-2]"
rmqbuyatibmdal1301b.softlayer.local,"role[ims_rabbitmq_enginecomm_4-2]"
rmqbuyatibmdal1301c.softlayer.local,"role[ims_rabbitmq_enginecomm_4-2]"
rmqdal0901a.softlayer.local,"role[rabbitmq]"
rmqdal0901b.softlayer.local,"role[rabbitmq]"
rmqdal0901c.softlayer.local,"role[rabbitmq]"
rmqdal1001a.softlayer.local,"role[is_fbdmetricsrabbitmq]"
rmqdal1001b.softlayer.local,"role[is_fbdmetricsrabbitmq]"
rmqdal1001c.softlayer.local,"role[is_fbdmetricsrabbitmq]"
rmqimsdal1001a.softlayer.local,"role[ims_rabbitmq_enginecomm_4-2]"
rmqimsdal1001b.softlayer.local,"role[ims_rabbitmq_enginecomm_4-2]"
rmqimsdal1001c.softlayer.local,"role[ims_rabbitmq_enginecomm_4-2]"
rmqimswdc0401a.softlayer.local,"role[ims_rabbitmq_enginecomm_4-2]"
rmqimswdc0401b.softlayer.local,"role[ims_rabbitmq_enginecomm_4-2]"
rmqimswdc0401c.softlayer.local,"role[ims_rabbitmq_enginecomm_4-2]"
scoccshelldal1201.softlayer.local,"role[scoccshell_pag]"
scoccshelldal1301.softlayer.local,"role[scoccshell_pag]"
scoccshellsjc0401.softlayer.local,"role[scoccshell_szr_pag], role[stigs_feature_gates]"
scoccshellwdc0701.softlayer.local,"role[scoccshell_pag]"
scocctoolsdal1201.softlayer.local,"role[is_soctools]"
secopt-stagingdal1201.softlayer.local,"role[secopt_hosts]"
shelladminams0301.softlayer.local,"role[shelladmin_eu_szr_pag], role[stigs_feature_gates]"
shelladminche0101.softlayer.local,"role[shelladmin_szr_pag], role[stigs_feature_gates]"
shelladmindal0901.softlayer.local,"role[shelladmin_pag]"
shelladmindal1001.softlayer.local,"role[shelladmin_pag]"
shelladmindal1201.softlayer.local,"role[shelladmin_pag]"
shelladmindal1301.softlayer.local,"role[shelladmin_pag]"
shelladmindal1401.softlayer.local,"role[shelladmin_pag]"
shelladminfra0201.softlayer.local,"role[shelladmin_eu_pag]"
shelladminfra0401.softlayer.local,"role[shelladmin_eu_pag]"
shelladminfra0501.softlayer.local,"role[shelladmin_eu_pag]"
shelladminlon0201.softlayer.local,"role[shelladmin_szr_pag], role[stigs_feature_gates]"
shelladminlon0401.softlayer.local,"role[shelladmin_pag]"
shelladminlon0501.softlayer.local,"role[shelladmin_pag]"
shelladminlon0601.softlayer.local,"role[shelladmin_pag], role[fabric_fscloud_access_auth_restrictions]"
shelladminmad0201.softlayer.local,"role[shelladmin_eu_pag]"
shelladminmad0401.softlayer.local,"role[shelladmin_eu_pag]"
shelladminmad0501.softlayer.local,"role[shelladmin_eu_pag]"
shelladminmon0101.softlayer.local,"role[shelladmin_pag]"
shelladminosa2101.softlayer.local,"role[shelladmin_pag]"
shelladminosa2201.softlayer.local,"role[shelladmin_pag]"
shelladminosa2301.softlayer.local,"role[shelladmin_pag]"
shelladminpar0101.softlayer.local,"role[shelladmin_eu_szr_pag]"
shelladminpar0102.softlayer.local,"role[shelladmin_eu_szr_pag], role[stigs_feature_gates]"
shelladminpar0401.softlayer.local,"role[shelladmin_bnpp_pag]"
shelladminpar0402.softlayer.local,"role[shelladmin_bnpp_pag]"
shelladminpar0501.softlayer.local,"role[shelladmin_bnpp_pag]"
shelladminpar0502.softlayer.local,"role[shelladmin_bnpp_pag]"
shelladminpar0601.softlayer.local,"role[shelladmin_bnpp_pag]"
shelladminpar0602.softlayer.local,"role[shelladmin_bnpp_pag]"
shelladminsao0101.softlayer.local,"role[shelladmin_pag]"
shelladminsao0401.softlayer.local,"role[shelladmin_pag]"
shelladminsao0501.softlayer.local,"role[shelladmin_pag]"
shelladminsjc0301.softlayer.local,"role[shelladmin_szr_pag], role[stigs_feature_gates]"
shelladminsjc0401.softlayer.local,"role[shelladmin_szr_pag]"
shelladminsng0101.softlayer.local,"role[shelladmin_szr_pag], role[stigs_feature_gates]"
shelladminsyd0101.softlayer.local,"role[fabric_fscloud_access_auth_restrictions], role[shelladmin_pag]"
shelladminsyd0401.softlayer.local,"role[fabric_fscloud_access_auth_restrictions], role[shelladmin_pag]"
shelladminsyd0501.softlayer.local,"role[fabric_fscloud_access_auth_restrictions], role[shelladmin_pag]"
shelladmintok0201.softlayer.local,"role[shelladmin_pag], role[stigs_feature_gates]"
shelladmintok0401.softlayer.local,"role[shelladmin_pag]"
shelladmintok0501.softlayer.local,"role[shelladmin_pag]"
shelladmintor0101.softlayer.local,"role[shelladmin_pag]"
shelladmintor0401.softlayer.local,"role[shelladmin_pag], role[fabric_fscloud_access_auth_restrictions]"
shelladmintor0501.softlayer.local,"role[shelladmin_pag]"
shelladminwdc0401.softlayer.local,"role[shelladmin_pag]"
shelladminwdc0601.softlayer.local,"role[shelladmin_pag]"
shelladminwdc0701.softlayer.local,"role[shelladmin_pag]"
shelldbadal1001.softlayer.local,"role[shelldba_pag]"
shelldbadal1201.softlayer.local,"role[shelldba_pag]"
shelldbawdc0401.softlayer.local,"role[shelldba_pag]"
shelldbawdc0601.softlayer.local,"role[shelldba_pag]"
shelldevdal0901.softlayer.local,"role[shelldev_pag]"
shelldevdal1001.softlayer.local,"role[shelldev_pag]"
shelldevdal1201.softlayer.local,"role[shelldev_pag]"
shelldevdal1401.softlayer.local,"role[shelldev_pag]"
shelldevfra0201.softlayer.local,"role[shelldev_eu_pag]"
shelldevfra0401.softlayer.local,"role[shelldev_eu_pag]"
shelldevfra0501.softlayer.local,"role[shelldev_eu_pag]"
shelldevlon0401.softlayer.local,"role[shelldev_pag]"
shelldevlon0501.softlayer.local,"role[shelldev_pag]"
shelldevmad0201.softlayer.local,"role[shelldev_eu_pag]"
shelldevmad0401.softlayer.local,"role[shelldev_eu_pag]"
shelldevmad0501.softlayer.local,"role[shelldev_eu_pag]"
shelldevosa2101.softlayer.local,"role[shelldev_pag]"
shelldevosa2201.softlayer.local,"role[shelldev_pag]"
shelldevpar0402.softlayer.local,"role[shelldev_bnpp_pag]"
shelldevpar0501.softlayer.local,"role[shelldev_bnpp_pag]"
shelldevpar0502.softlayer.local,"role[shelldev_bnpp_pag]"
shelldevpar0601.softlayer.local,"role[shelldev_bnpp_pag]"
shelldevpar0602.softlayer.local,"role[shelldev_bnpp_pag]"
shelldevsao0101.softlayer.local,"role[shelldev_pag]"
shelldevsao0401.softlayer.local,"role[shelldev_pag]"
shelldevsyd0101.softlayer.local,"role[fabric_fscloud_access_auth_restrictions], role[shelldev_pag]"
shelldevsyd0401.softlayer.local,"role[fabric_fscloud_access_auth_restrictions], role[shelldev_pag]"
shelldevtok0201.softlayer.local,"role[shelldev_pag]"
shelldevtok0501.softlayer.local,"role[shelldev_pag]"
shelldevtor0101.softlayer.local,"role[shelldev_pag]"
shelldevtor0401.softlayer.local,"role[shelldev_pag]"
shelldevwdc0401.softlayer.local,"role[shelldev_pag]"
shelldevwdc0601.softlayer.local,"role[shelldev_pag]"
shelldnsdal1301.softlayer.local,"role[shelldns_pag]"
shellnetams0301.softlayer.local,"role[shellnet_eu_szr_pag]"
shellnetche0101.softlayer.local,"role[shellnet_szr_pag], role[stigs_feature_gates]"
shellnetdal0901.softlayer.local,"role[shellnet_szr_pag], role[stigs_feature_gates], recipe[sysctl::apply]"
shellnetdal1001.softlayer.local,"role[shellnet_pag]"
shellnetdal1201.softlayer.local,"role[shellnet_pag]"
shellnetfra0201.softlayer.local,"role[shellnet_eu_pag]"
shellnetfra0401.softlayer.local,"role[shellnet_eu_pag]"
shellnetlon0401.softlayer.local,"role[shellnet_pag]"
shellnetlon0501.softlayer.local,"role[shellnet_pag]"
shellnetmad0201.softlayer.local,"role[shellnet_eu_pag]"
shellnetmad0401.softlayer.local,"role[shellnet_eu_pag]"
shellnetmad0501.softlayer.local,"role[shellnet_eu_pag]"
shellnetosa2101.softlayer.local,"role[shellnet_pag]"
shellnetosa2201.softlayer.local,"role[shellnet_pag]"
shellnetpar0101.softlayer.local,"role[shellnet_eu_szr_pag]"
shellnetpar0401.softlayer.local,"role[shellnet_bnpp_pag]"
shellnetpar0501.softlayer.local,"role[shellnet_bnpp_pag]"
shellnetpar0601.softlayer.local,"role[shellnet_bnpp_pag], recipe[softlayer-python]"
shellnetsao0101.softlayer.local,"role[shellnet_pag]"
shellnetsao0401.softlayer.local,"role[shellnet_pag]"
shellnetsng0102.softlayer.local,"role[shellnet_szr_pag], role[stigs_feature_gates]"
shellnetsyd0101.softlayer.local,"role[shellnet_pag]"
shellnetsyd0401.softlayer.local,"role[shellnet_pag]"
shellnettok0201.softlayer.local,"role[shellnet_pag]"
shellnettok0501.softlayer.local,"role[shellnet_pag]"
shellnettor0101.softlayer.local,"role[shellnet_pag]"
shellnettor0401.softlayer.local,"role[shellnet_pag]"
shellnetwdc0401.softlayer.local,"role[shellnet_pag]"
shellnetwdc0601.softlayer.local,"role[shellnet_pag]"
shellngdal1001.softlayer.local,"role[shellng_pag]"
shellngdal1201.softlayer.local,"role[shellng_pag]"
shellngdal1301.softlayer.local,"role[shellng_pag]"
shellngdal1401.softlayer.local,"role[shellng_pag]"
shellngfra0201.softlayer.local,"role[shellng_eu_pag]"
shellngfra0401.softlayer.local,"role[shellng_eu_pag]"
shellngfra0501.softlayer.local,"role[shellng_eu_pag]"
shellnglon0401.softlayer.local,"role[shellng_pag]"
shellnglon0501.softlayer.local,"role[shellng_pag], role[fabric_fscloud_access_auth_restrictions]"
shellnglon0601.softlayer.local,"role[shellng_pag], role[fabric_fscloud_access_auth_restrictions]"
shellngmad0201.softlayer.local,"role[shellng_eu_pag]"
shellngmad0401.softlayer.local,"role[shellng_eu_pag]"
shellngmad0501.softlayer.local,"role[shellng_eu_pag]"
shellngosa2101.softlayer.local,"role[shellng_pag]"
shellngosa2201.softlayer.local,"role[shellng_pag]"
shellngosa2301.softlayer.local,"role[shellng_pag]"
shellngpar0401.softlayer.local,"role[shellng_bnpp_pag]"
shellngpar0402.softlayer.local,"role[shellng_bnpp_pag]"
shellngpar0501.softlayer.local,"role[shellng_bnpp_pag]"
shellngpar0502.softlayer.local,"role[shellng_bnpp_pag]"
shellngpar0601.softlayer.local,"role[shellng_bnpp_pag]"
shellngpar0602.softlayer.local,"role[shellng_bnpp_pag]"
shellngqztwodal1001.softlayer.local,"role[shellng_dev_pag], recipe[crowdstrike]"
shellngqztwodal1201.softlayer.local,"role[shellng_dev_pag]"
shellngqztwodal1301.softlayer.local,"role[shellng_dev_pag]"
shellngsao0101.softlayer.local,"role[shellng_pag]"
shellngsao0401.softlayer.local,"role[shellng_pag]"
shellngsao0501.softlayer.local,"role[shellng_pag]"
shellngsyd0101.softlayer.local,"role[shellng_pag], role[stigs_feature_gates]"
shellngsyd0401.softlayer.local,"role[shellng_pag], role[stigs_feature_gates]"
shellngsyd0501.softlayer.local,"role[shellng_pag], role[stigs_feature_gates]"
shellngtok0201.softlayer.local,"role[shellng_pag]"
shellngtok0401.softlayer.local,"role[shellng_pag]"
shellngtok0501.softlayer.local,"role[shellng_pag]"
shellngtor0101.softlayer.local,"role[shellng_pag]"
shellngtor0401.softlayer.local,"role[shellng_pag]"
shellngtor0501.softlayer.local,"role[shellng_pag]"
shellngwdc0404.softlayer.local,"role[shellng_pag]"
shellngwdc0601.softlayer.local,"role[shellng_pag]"
shellngwdc0701.softlayer.local,"role[shellng_pag]"
shellossadmintor0401.softlayer.local,"role[shellossadmin_pag]"
shellsocams0301.softlayer.local,"role[shellsoc_eu_szr_pag], role[stigs_feature_gates]"
shellsocdal0901.softlayer.local,"role[shellsoc_pag]"
shellsocdal1001.softlayer.local,"role[shellsoc_pag]"
shellsocdal1301.softlayer.local,"role[shellsoc_pag]"
shellsocfra0201.softlayer.local,"role[shellsoc_eu_pag]"
shellsocfra0401.softlayer.local,"role[shellsoc_eu_pag]"
shellsoclon0401.softlayer.local,"role[shellsoc_pag]"
shellsoclon0501.softlayer.local,"role[shellsoc_pag]"
shellsocosa2101.softlayer.local,"role[shellsoc_pag]"
shellsocosa2201.softlayer.local,"role[shellsoc_pag]"
shellsocosa2203.softlayer.local,""
shellsocpar0401.softlayer.local,"role[shellsoc_bnpp_pag]"
shellsocsao0101.softlayer.local,"role[shellsoc_pag]"
shellsocsao0401.softlayer.local,"role[shellsoc_pag]"
shellsocsyd0101.softlayer.local,"role[shellsoc_pag]"
shellsocsyd0401.softlayer.local,"role[shellsoc_pag]"
shellsoctok0201.softlayer.local,"role[shellsoc_pag]"
shellsoctok0501.softlayer.local,"role[shellsoc_pag]"
shellsoctor0101.softlayer.local,"role[shellsoc_pag]"
shellsoctor0401.softlayer.local,"role[shellsoc_pag]"
shellsocwdc0401.softlayer.local,"role[shellsoc_pag]"
shellsocwdc0601.softlayer.local,"role[shellsoc_pag]"
shellsprintdal1201.softlayer.local,"role[shellsprint_pag]"
shellvssdal1001.softlayer.local,"role[shellvss_pag]"
shellvssdal1201.softlayer.local,"role[shellvss_pag]"
shellvssfra0201.softlayer.local,"role[shellvss_eu_pag]"
shellvssfra0401.softlayer.local,"role[shellvss_eu_pag]"
shellvsswdc0401.softlayer.local,"role[shellvss_pag]"
shellvsswdc0701.softlayer.local,"role[shellvss_pag]"
slcspar0401.softlayer.local,"role[slcs_server_bnpp]"
slcspar0402.softlayer.local,"role[slcs_server_bnpp]"
slcspar0501.softlayer.local,"role[slcs_server_bnpp]"
slcspar0502.softlayer.local,"role[slcs_server_bnpp]"
slcspar0601.softlayer.local,"role[slcs_server_bnpp]"
slcspar0602.softlayer.local,"role[slcs_server_bnpp]"
smtprelaydal0901.softlayer.local,"role[is_mx_gateway_computerelay]"
snowdiscoveryams0301.softlayer.local,"role[snowdiscovery]"
snowdiscoveryche0101.softlayer.local,"role[snowdiscovery]"
snowdiscoverydal0901.softlayer.local,"role[snowdiscovery]"
snowdiscoverydal1401.softlayer.local,"role[snowdiscovery]"
snowdiscoveryfra0401.softlayer.local,"role[snowdiscovery]"
snowdiscoverylon0602.softlayer.local,"role[snowdiscovery]"
snowdiscoverymad0401.softlayer.local,"role[snowdiscovery]"
snowdiscoveryosa2201.softlayer.local,"role[snowdiscovery]"
snowdiscoverypar0401.softlayer.local,"role[snowdiscovery_bnpp]"
snowdiscoverypar0501.softlayer.local,"role[snowdiscovery_bnpp]"
snowdiscoverypar0601.softlayer.local,"role[snowdiscovery_bnpp]"
snowdiscoverysao0401.softlayer.local,"role[snowdiscovery]"
snowdiscoverysyd0401.softlayer.local,"role[snowdiscovery]"
snowdiscoverytok0401.softlayer.local,"role[snowdiscovery]"
snowdiscoverytor0401.softlayer.local,"role[snowdiscovery]"
snowdiscoverywdc0401.softlayer.local,"role[snowdiscovery]"
splunkdal1201a.softlayer.local,"role[splunk-index-001]"
splunkdal1201b.softlayer.local,"role[splunk-index-001]"
splunkdal1201c.softlayer.local,"role[splunk-index-001]"
splunkdal1201d.softlayer.local,"role[splunk-index-001]"
splunkdal1201e.softlayer.local,"role[splunk-index-001]"
splunkdal1202a.softlayer.local,"role[splunk-index-001]"
splunkdal1202b.softlayer.local,"recipe[autodiscovery], recipe[nginx], role[splunk-index-001]"
splunkdal1202c.softlayer.local,"role[splunk-index-001]"
splunkfwdrams0301a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrams0301b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrche0101a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrche0101b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrdal0901a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrdal0901b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrdal0902a.softlayer.local,"role[splunk-forwarder-backend]"
splunkfwdrdal0902b.softlayer.local,"role[splunk-forwarder-backend]"
splunkfwdrdal1001a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrdal1001b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrdal1001c.softlayer.local,"role[splunk-forwarder]"
splunkfwdrdal1001d.softlayer.local,"role[splunk-forwarder]"
splunkfwdrdal1001e.softlayer.local,"role[splunk-forwarder]"
splunkfwdrdal1001f.softlayer.local,"role[splunk-forwarder]"
splunkfwdrdal1201a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrdal1201b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrdal1202a.softlayer.local,"role[splunk-forwarder-backend]"
splunkfwdrdal1202b.softlayer.local,"role[splunk-forwarder-backend]"
splunkfwdrdal1301a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrdal1301b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrdal1401a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrdal1401b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrfra0201a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrfra0201b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrfra0401a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrfra0401b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrfra0501a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrfra0501b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrlon0201a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrlon0201b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrlon0401a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrlon0401b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrlon0501a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrlon0501b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrlon0601a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrlon0601b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrmad0201a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrmad0201b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrmad0401a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrmad0401b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrmad0501a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrmad0501b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrmon0101a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrmon0101b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrosa2101a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrosa2101b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrosa2201a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrosa2201b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrosa2301a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrosa2301b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrpar0101a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrpar0101b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrpar0401a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrpar0401b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrpar0501a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrpar0501b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrpar0601a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrpar0601b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsao0101a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsao0101b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsao0401a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsao0401b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsao0501a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsao0501b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsjc0301a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsjc0301b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsjc0302a.softlayer.local,"role[splunk-forwarder-backend]"
splunkfwdrsjc0302b.softlayer.local,"role[splunk-forwarder-backend]"
splunkfwdrsjc0401a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsjc0401b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsng0101a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsng0101b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsyd0101a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsyd0101b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsyd0401a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsyd0401b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsyd0501a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrsyd0501b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrtok0201a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrtok0201b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrtok0401a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrtok0401b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrtok0501a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrtok0501b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrtor0101a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrtor0101b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrtor0401a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrtor0401b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrtor0501a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrtor0501b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrwdc0401a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrwdc0401b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrwdc0401c.softlayer.local,"role[splunk-forwarder]"
splunkfwdrwdc0401d.softlayer.local,"role[splunk-forwarder]"
splunkfwdrwdc0401e.softlayer.local,"role[splunk-forwarder]"
splunkfwdrwdc0401f.softlayer.local,"role[splunk-forwarder]"
splunkfwdrwdc0402a.softlayer.local,"role[splunk-forwarder-backend]"
splunkfwdrwdc0402b.softlayer.local,"role[splunk-forwarder-backend]"
splunkfwdrwdc0601a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrwdc0601b.softlayer.local,"role[splunk-forwarder]"
splunkfwdrwdc0701a.softlayer.local,"role[splunk-forwarder]"
splunkfwdrwdc0701b.softlayer.local,"role[splunk-forwarder]"
splunkmasterdal1201.softlayer.local,"role[splunk-master]"
splunkmasterdal1202.softlayer.local,"role[splunk-master]"
splunkmasterdal1203.softlayer.local,"role[splunk-master]"
splunkmasterwdc0601.softlayer.local,"role[splunk-search-001]"
splunkmasterwdc0602.softlayer.local,"role[splunk-master]"
splunksearchdal1201a.softlayer.local,"role[splunk-search-001]"
splunksearchdal1201b.softlayer.local,"role[splunk-search-001]"
splunksearchdal1201c.softlayer.local,"role[splunk-search-001]"
splunksearchdal1201d.softlayer.local,"role[splunk-search-001]"
splunksearchdal1201e.softlayer.local,"role[splunk-search-001]"
splunksearchwdc0601a.softlayer.local,"role[splunk-search-001]"
splunksearchwdc0601b.softlayer.local,"role[splunk-search-001]"
splunksearchwdc0601c.softlayer.local,"role[splunk-search-001]"
splunksearchwdc0601d.softlayer.local,"role[splunk-search-001]"
splunksearchwdc0601e.softlayer.local,"role[splunk-search-001]"
splunkwdc0601a.softlayer.local,"role[splunk-index-001]"
splunkwdc0601b.softlayer.local,"role[splunk-index-001]"
splunkwdc0601c.softlayer.local,"role[splunk-index-001]"
splunkwdc0601d.softlayer.local,"role[splunk-index-001]"
splunkwdc0601e.softlayer.local,"role[splunk-index-001]"
splunkwdc0601f.softlayer.local,"role[splunk-index-001]"
splunkwdc0601g.softlayer.local,"role[splunk-index-001]"
stagingdal0901.softlayer.local,"role[ims_staging_server_php81]"
stagingdal0902.softlayer.local,"role[ims_staging_server_php81]"
stashdal1301.softlayer.local,"role[fabric_bitbucket_server_rhel8]"
statmonams0301.softlayer.local,"role[is_statmon_php]"
statmonams0302.softlayer.local,"role[is_statmon_php]"
statmonche0101.softlayer.local,"role[is_statmon_php]"
statmonche0102.softlayer.local,"role[is_statmon_php]"
statmondal0901.softlayer.local,"role[is_statmon_php]"
statmondal0902.softlayer.local,"role[is_statmon_php]"
statmondal1001.softlayer.local,"role[is_statmon_php]"
statmondal1002.softlayer.local,"role[is_statmon_php]"
statmondal1201.softlayer.local,"role[is_statmon_php]"
statmondal1202.softlayer.local,"role[is_statmon_php]"
statmondal1301.softlayer.local,"role[is_statmon_php]"
statmondal1302.softlayer.local,"role[is_statmon_php]"
statmondal1401.softlayer.local,"role[is_statmon_php]"
statmondal1402.softlayer.local,"role[is_statmon_php]"
statmonfra0201.softlayer.local,"role[is_statmon_php]"
statmonfra0202.softlayer.local,"role[is_statmon_php]"
statmonfra0401.softlayer.local,"role[is_statmon_php]"
statmonfra0402.softlayer.local,"role[is_statmon_php]"
statmonfra0501.softlayer.local,"role[is_statmon_php]"
statmonfra0502.softlayer.local,"role[is_statmon_php]"
statmonlon0201.softlayer.local,"role[is_statmon_php]"
statmonlon0202.softlayer.local,"role[is_statmon_php]"
statmonlon0401.softlayer.local,"role[is_statmon_php]"
statmonlon0402.softlayer.local,"role[is_statmon_php]"
statmonlon0501.softlayer.local,"role[is_statmon_php]"
statmonlon0502.softlayer.local,"role[is_statmon_php]"
statmonlon0601.softlayer.local,"role[is_statmon_php]"
statmonlon0602.softlayer.local,"role[is_statmon_php]"
statmonmad0201.softlayer.local,"role[is_statmon_php]"
statmonmad0202.softlayer.local,"role[is_statmon_php]"
statmonmad0401.softlayer.local,"role[is_statmon_php]"
statmonmad0402.softlayer.local,"role[is_statmon_php]"
